TIME: 2025-04-11T00:22:53Z | ALT: 29122 ft | SPD: 475 kt | TEMP: -39 C | FUEL: 85.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38994 ft | SPD: 495 kt | TEMP: -48 C | FUEL: 41.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38894 ft | SPD: 436 kt | TEMP: -32 C | FUEL: 44.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39760 ft | SPD: 447 kt | TEMP: -45 C | FUEL: 28.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31524 ft | SPD: 449 kt | TEMP: -40 C | FUEL: 64.9%
TIME: 2025-04-11T00:22:53Z | ALT: 40461 ft | SPD: 442 kt | TEMP: -47 C | FUEL: 49.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38234 ft | SPD: 484 kt | TEMP: -31 C | FUEL: 90.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33547 ft | SPD: 434 kt | TEMP: -39 C | FUEL: 59.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33610 ft | SPD: 514 kt | TEMP: -30 C | FUEL: 56.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32937 ft | SPD: 509 kt | TEMP: -35 C | FUEL: 62.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34917 ft | SPD: 494 kt | TEMP: -46 C | FUEL: 76.4%
TIME: 2025-04-11T00:22:53Z | ALT: 30957 ft | SPD: 483 kt | TEMP: -36 C | FUEL: 65.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30109 ft | SPD: 437 kt | TEMP: -43 C | FUEL: 78.4%
TIME: 2025-04-11T00:22:53Z | ALT: 36587 ft | SPD: 478 kt | TEMP: -55 C | FUEL: 92.0%
TIME: 2025-04-11T00:22:53Z | ALT: 35347 ft | SPD: 439 kt | TEMP: -35 C | FUEL: 20.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39232 ft | SPD: 440 kt | TEMP: -42 C | FUEL: 29.1%
TIME: 2025-04-11T00:22:53Z | ALT: 39368 ft | SPD: 480 kt | TEMP: -40 C | FUEL: 26.6%
TIME: 2025-04-11T00:22:53Z | ALT: 40882 ft | SPD: 500 kt | TEMP: -41 C | FUEL: 84.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32298 ft | SPD: 422 kt | TEMP: -31 C | FUEL: 70.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39347 ft | SPD: 505 kt | TEMP: -30 C | FUEL: 41.3%
TIME: 2025-04-11T00:22:53Z | ALT: 40588 ft | SPD: 517 kt | TEMP: -48 C | FUEL: 28.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32188 ft | SPD: 507 kt | TEMP: -41 C | FUEL: 69.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34479 ft | SPD: 451 kt | TEMP: -44 C | FUEL: 30.1%
TIME: 2025-04-11T00:22:53Z | ALT: 40977 ft | SPD: 443 kt | TEMP: -43 C | FUEL: 70.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31832 ft | SPD: 463 kt | TEMP: -45 C | FUEL: 56.1%
TIME: 2025-04-11T00:22:53Z | ALT: 29341 ft | SPD: 504 kt | TEMP: -43 C | FUEL: 48.9%
TIME: 2025-04-11T00:22:53Z | ALT: 34024 ft | SPD: 509 kt | TEMP: -30 C | FUEL: 80.1%
TIME: 2025-04-11T00:22:53Z | ALT: 40896 ft | SPD: 492 kt | TEMP: -55 C | FUEL: 32.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30931 ft | SPD: 488 kt | TEMP: -41 C | FUEL: 46.8%
TIME: 2025-04-11T00:22:53Z | ALT: 39513 ft | SPD: 520 kt | TEMP: -55 C | FUEL: 59.5%
TIME: 2025-04-11T00:22:53Z | ALT: 37574 ft | SPD: 429 kt | TEMP: -55 C | FUEL: 84.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31012 ft | SPD: 445 kt | TEMP: -40 C | FUEL: 36.6%
TIME: 2025-04-11T00:22:53Z | ALT: 40032 ft | SPD: 519 kt | TEMP: -55 C | FUEL: 33.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33669 ft | SPD: 493 kt | TEMP: -40 C | FUEL: 42.4%
TIME: 2025-04-11T00:22:53Z | ALT: 34263 ft | SPD: 429 kt | TEMP: -40 C | FUEL: 81.2%
TIME: 2025-04-11T00:22:53Z | ALT: 40954 ft | SPD: 494 kt | TEMP: -30 C | FUEL: 97.8%
TIME: 2025-04-11T00:22:53Z | ALT: 39775 ft | SPD: 453 kt | TEMP: -31 C | FUEL: 86.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38244 ft | SPD: 513 kt | TEMP: -47 C | FUEL: 35.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29800 ft | SPD: 511 kt | TEMP: -38 C | FUEL: 21.4%
TIME: 2025-04-11T00:22:53Z | ALT: 36234 ft | SPD: 473 kt | TEMP: -33 C | FUEL: 74.8%
TIME: 2025-04-11T00:22:53Z | ALT: 35837 ft | SPD: 451 kt | TEMP: -30 C | FUEL: 60.4%
TIME: 2025-04-11T00:22:53Z | ALT: 31100 ft | SPD: 508 kt | TEMP: -35 C | FUEL: 87.2%
TIME: 2025-04-11T00:22:53Z | ALT: 32900 ft | SPD: 440 kt | TEMP: -46 C | FUEL: 97.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29051 ft | SPD: 457 kt | TEMP: -31 C | FUEL: 63.5%
TIME: 2025-04-11T00:22:53Z | ALT: 36428 ft | SPD: 449 kt | TEMP: -35 C | FUEL: 91.6%
TIME: 2025-04-11T00:22:53Z | ALT: 40200 ft | SPD: 478 kt | TEMP: -54 C | FUEL: 83.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33125 ft | SPD: 487 kt | TEMP: -54 C | FUEL: 25.2%
TIME: 2025-04-11T00:22:53Z | ALT: 39904 ft | SPD: 474 kt | TEMP: -54 C | FUEL: 35.7%
TIME: 2025-04-11T00:22:53Z | ALT: 37510 ft | SPD: 446 kt | TEMP: -47 C | FUEL: 50.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34616 ft | SPD: 493 kt | TEMP: -41 C | FUEL: 91.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37410 ft | SPD: 468 kt | TEMP: -47 C | FUEL: 79.1%
TIME: 2025-04-11T00:22:53Z | ALT: 37882 ft | SPD: 472 kt | TEMP: -38 C | FUEL: 36.0%
TIME: 2025-04-11T00:22:53Z | ALT: 31243 ft | SPD: 455 kt | TEMP: -55 C | FUEL: 86.3%
TIME: 2025-04-11T00:22:53Z | ALT: 40250 ft | SPD: 449 kt | TEMP: -50 C | FUEL: 86.4%
TIME: 2025-04-11T00:22:53Z | ALT: 30173 ft | SPD: 430 kt | TEMP: -45 C | FUEL: 71.7%
TIME: 2025-04-11T00:22:53Z | ALT: 29529 ft | SPD: 452 kt | TEMP: -45 C | FUEL: 39.8%
TIME: 2025-04-11T00:22:53Z | ALT: 29217 ft | SPD: 514 kt | TEMP: -41 C | FUEL: 58.3%
TIME: 2025-04-11T00:22:53Z | ALT: 34696 ft | SPD: 427 kt | TEMP: -37 C | FUEL: 80.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31748 ft | SPD: 462 kt | TEMP: -52 C | FUEL: 30.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39708 ft | SPD: 496 kt | TEMP: -30 C | FUEL: 82.4%
TIME: 2025-04-11T00:22:53Z | ALT: 31004 ft | SPD: 426 kt | TEMP: -38 C | FUEL: 31.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38470 ft | SPD: 423 kt | TEMP: -48 C | FUEL: 88.9%
TIME: 2025-04-11T00:22:53Z | ALT: 31285 ft | SPD: 490 kt | TEMP: -44 C | FUEL: 61.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35445 ft | SPD: 500 kt | TEMP: -38 C | FUEL: 42.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29027 ft | SPD: 429 kt | TEMP: -36 C | FUEL: 71.8%
TIME: 2025-04-11T00:22:53Z | ALT: 39280 ft | SPD: 483 kt | TEMP: -46 C | FUEL: 30.0%
TIME: 2025-04-11T00:22:53Z | ALT: 31450 ft | SPD: 459 kt | TEMP: -43 C | FUEL: 38.1%
TIME: 2025-04-11T00:22:53Z | ALT: 34072 ft | SPD: 518 kt | TEMP: -45 C | FUEL: 54.5%
TIME: 2025-04-11T00:22:53Z | ALT: 31484 ft | SPD: 514 kt | TEMP: -53 C | FUEL: 71.8%
TIME: 2025-04-11T00:22:53Z | ALT: 35090 ft | SPD: 500 kt | TEMP: -33 C | FUEL: 42.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36718 ft | SPD: 474 kt | TEMP: -54 C | FUEL: 29.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39440 ft | SPD: 435 kt | TEMP: -39 C | FUEL: 86.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38534 ft | SPD: 489 kt | TEMP: -54 C | FUEL: 21.0%
TIME: 2025-04-11T00:22:53Z | ALT: 38582 ft | SPD: 506 kt | TEMP: -44 C | FUEL: 79.9%
TIME: 2025-04-11T00:22:53Z | ALT: 40393 ft | SPD: 426 kt | TEMP: -46 C | FUEL: 65.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34113 ft | SPD: 465 kt | TEMP: -46 C | FUEL: 54.4%
TIME: 2025-04-11T00:22:53Z | ALT: 40311 ft | SPD: 516 kt | TEMP: -52 C | FUEL: 65.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34159 ft | SPD: 508 kt | TEMP: -45 C | FUEL: 87.4%
TIME: 2025-04-11T00:22:53Z | ALT: 33133 ft | SPD: 430 kt | TEMP: -37 C | FUEL: 75.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33685 ft | SPD: 475 kt | TEMP: -35 C | FUEL: 69.4%
TIME: 2025-04-11T00:22:53Z | ALT: 35610 ft | SPD: 505 kt | TEMP: -40 C | FUEL: 58.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33515 ft | SPD: 489 kt | TEMP: -31 C | FUEL: 55.8%
TIME: 2025-04-11T00:22:53Z | ALT: 39981 ft | SPD: 501 kt | TEMP: -35 C | FUEL: 46.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39825 ft | SPD: 467 kt | TEMP: -49 C | FUEL: 74.1%
TIME: 2025-04-11T00:22:53Z | ALT: 35651 ft | SPD: 493 kt | TEMP: -36 C | FUEL: 42.4%
TIME: 2025-04-11T00:22:53Z | ALT: 32547 ft | SPD: 481 kt | TEMP: -33 C | FUEL: 35.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37863 ft | SPD: 458 kt | TEMP: -47 C | FUEL: 67.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36175 ft | SPD: 470 kt | TEMP: -39 C | FUEL: 97.1%
TIME: 2025-04-11T00:22:53Z | ALT: 36267 ft | SPD: 497 kt | TEMP: -31 C | FUEL: 49.0%
TIME: 2025-04-11T00:22:53Z | ALT: 31589 ft | SPD: 497 kt | TEMP: -32 C | FUEL: 43.8%
TIME: 2025-04-11T00:22:53Z | ALT: 40861 ft | SPD: 461 kt | TEMP: -47 C | FUEL: 70.5%
TIME: 2025-04-11T00:22:53Z | ALT: 30543 ft | SPD: 491 kt | TEMP: -47 C | FUEL: 96.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32764 ft | SPD: 507 kt | TEMP: -48 C | FUEL: 61.5%
TIME: 2025-04-11T00:22:53Z | ALT: 30561 ft | SPD: 486 kt | TEMP: -43 C | FUEL: 36.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38722 ft | SPD: 517 kt | TEMP: -31 C | FUEL: 46.5%
TIME: 2025-04-11T00:22:53Z | ALT: 37513 ft | SPD: 511 kt | TEMP: -54 C | FUEL: 54.6%
TIME: 2025-04-11T00:22:53Z | ALT: 34292 ft | SPD: 424 kt | TEMP: -36 C | FUEL: 81.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38755 ft | SPD: 479 kt | TEMP: -37 C | FUEL: 75.8%
TIME: 2025-04-11T00:22:53Z | ALT: 30302 ft | SPD: 459 kt | TEMP: -46 C | FUEL: 51.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33175 ft | SPD: 432 kt | TEMP: -52 C | FUEL: 99.9%
TIME: 2025-04-11T00:22:53Z | ALT: 31502 ft | SPD: 473 kt | TEMP: -52 C | FUEL: 25.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40439 ft | SPD: 513 kt | TEMP: -31 C | FUEL: 55.2%
TIME: 2025-04-11T00:22:53Z | ALT: 39588 ft | SPD: 497 kt | TEMP: -31 C | FUEL: 65.5%
TIME: 2025-04-11T00:22:53Z | ALT: 33351 ft | SPD: 473 kt | TEMP: -50 C | FUEL: 47.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30040 ft | SPD: 477 kt | TEMP: -52 C | FUEL: 51.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30976 ft | SPD: 473 kt | TEMP: -30 C | FUEL: 36.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30664 ft | SPD: 431 kt | TEMP: -35 C | FUEL: 89.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33163 ft | SPD: 454 kt | TEMP: -48 C | FUEL: 34.6%
TIME: 2025-04-11T00:22:53Z | ALT: 39787 ft | SPD: 499 kt | TEMP: -40 C | FUEL: 55.3%
TIME: 2025-04-11T00:22:53Z | ALT: 35377 ft | SPD: 436 kt | TEMP: -53 C | FUEL: 49.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29019 ft | SPD: 483 kt | TEMP: -47 C | FUEL: 24.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36219 ft | SPD: 510 kt | TEMP: -37 C | FUEL: 73.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33054 ft | SPD: 493 kt | TEMP: -30 C | FUEL: 81.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30990 ft | SPD: 497 kt | TEMP: -45 C | FUEL: 71.3%
TIME: 2025-04-11T00:22:53Z | ALT: 32236 ft | SPD: 472 kt | TEMP: -50 C | FUEL: 77.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33866 ft | SPD: 461 kt | TEMP: -49 C | FUEL: 43.5%
TIME: 2025-04-11T00:22:53Z | ALT: 31178 ft | SPD: 427 kt | TEMP: -33 C | FUEL: 42.4%
TIME: 2025-04-11T00:22:53Z | ALT: 33851 ft | SPD: 439 kt | TEMP: -42 C | FUEL: 28.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29372 ft | SPD: 428 kt | TEMP: -45 C | FUEL: 98.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40762 ft | SPD: 433 kt | TEMP: -51 C | FUEL: 88.9%
TIME: 2025-04-11T00:22:53Z | ALT: 31146 ft | SPD: 453 kt | TEMP: -38 C | FUEL: 95.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37935 ft | SPD: 456 kt | TEMP: -46 C | FUEL: 41.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39578 ft | SPD: 455 kt | TEMP: -33 C | FUEL: 55.4%
TIME: 2025-04-11T00:22:53Z | ALT: 30049 ft | SPD: 437 kt | TEMP: -42 C | FUEL: 40.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32990 ft | SPD: 511 kt | TEMP: -41 C | FUEL: 52.5%
TIME: 2025-04-11T00:22:53Z | ALT: 36355 ft | SPD: 487 kt | TEMP: -44 C | FUEL: 42.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30296 ft | SPD: 490 kt | TEMP: -41 C | FUEL: 48.2%
TIME: 2025-04-11T00:22:53Z | ALT: 30726 ft | SPD: 473 kt | TEMP: -49 C | FUEL: 78.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30680 ft | SPD: 453 kt | TEMP: -34 C | FUEL: 64.1%
TIME: 2025-04-11T00:22:53Z | ALT: 40320 ft | SPD: 496 kt | TEMP: -36 C | FUEL: 28.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39256 ft | SPD: 468 kt | TEMP: -39 C | FUEL: 80.8%
TIME: 2025-04-11T00:22:53Z | ALT: 40205 ft | SPD: 511 kt | TEMP: -53 C | FUEL: 67.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37842 ft | SPD: 458 kt | TEMP: -50 C | FUEL: 27.4%
TIME: 2025-04-11T00:22:53Z | ALT: 40847 ft | SPD: 465 kt | TEMP: -53 C | FUEL: 90.7%
TIME: 2025-04-11T00:22:53Z | ALT: 40209 ft | SPD: 515 kt | TEMP: -40 C | FUEL: 40.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30912 ft | SPD: 497 kt | TEMP: -39 C | FUEL: 83.1%
TIME: 2025-04-11T00:22:53Z | ALT: 33305 ft | SPD: 431 kt | TEMP: -40 C | FUEL: 28.8%
TIME: 2025-04-11T00:22:53Z | ALT: 31217 ft | SPD: 420 kt | TEMP: -37 C | FUEL: 37.3%
TIME: 2025-04-11T00:22:53Z | ALT: 40797 ft | SPD: 436 kt | TEMP: -47 C | FUEL: 84.8%
TIME: 2025-04-11T00:22:53Z | ALT: 30176 ft | SPD: 448 kt | TEMP: -48 C | FUEL: 32.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32294 ft | SPD: 519 kt | TEMP: -52 C | FUEL: 63.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34888 ft | SPD: 454 kt | TEMP: -36 C | FUEL: 95.3%
TIME: 2025-04-11T00:22:53Z | ALT: 32693 ft | SPD: 451 kt | TEMP: -42 C | FUEL: 48.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37714 ft | SPD: 453 kt | TEMP: -39 C | FUEL: 23.8%
TIME: 2025-04-11T00:22:53Z | ALT: 31402 ft | SPD: 450 kt | TEMP: -42 C | FUEL: 46.7%
TIME: 2025-04-11T00:22:53Z | ALT: 37835 ft | SPD: 462 kt | TEMP: -49 C | FUEL: 82.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33998 ft | SPD: 467 kt | TEMP: -33 C | FUEL: 41.4%
TIME: 2025-04-11T00:22:53Z | ALT: 30804 ft | SPD: 502 kt | TEMP: -44 C | FUEL: 97.6%
TIME: 2025-04-11T00:22:53Z | ALT: 29762 ft | SPD: 499 kt | TEMP: -49 C | FUEL: 67.1%
TIME: 2025-04-11T00:22:53Z | ALT: 36868 ft | SPD: 449 kt | TEMP: -48 C | FUEL: 83.1%
TIME: 2025-04-11T00:22:53Z | ALT: 36590 ft | SPD: 494 kt | TEMP: -54 C | FUEL: 26.2%
TIME: 2025-04-11T00:22:53Z | ALT: 30790 ft | SPD: 513 kt | TEMP: -53 C | FUEL: 60.7%
TIME: 2025-04-11T00:22:53Z | ALT: 39287 ft | SPD: 450 kt | TEMP: -30 C | FUEL: 95.0%
TIME: 2025-04-11T00:22:53Z | ALT: 30294 ft | SPD: 427 kt | TEMP: -48 C | FUEL: 60.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39915 ft | SPD: 483 kt | TEMP: -43 C | FUEL: 94.2%
TIME: 2025-04-11T00:22:53Z | ALT: 39302 ft | SPD: 433 kt | TEMP: -47 C | FUEL: 96.6%
TIME: 2025-04-11T00:22:53Z | ALT: 34282 ft | SPD: 515 kt | TEMP: -34 C | FUEL: 35.0%
TIME: 2025-04-11T00:22:53Z | ALT: 30199 ft | SPD: 456 kt | TEMP: -34 C | FUEL: 53.1%
TIME: 2025-04-11T00:22:53Z | ALT: 34715 ft | SPD: 491 kt | TEMP: -41 C | FUEL: 65.7%
TIME: 2025-04-11T00:22:53Z | ALT: 29007 ft | SPD: 463 kt | TEMP: -39 C | FUEL: 89.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34646 ft | SPD: 504 kt | TEMP: -43 C | FUEL: 86.7%
TIME: 2025-04-11T00:22:53Z | ALT: 40355 ft | SPD: 436 kt | TEMP: -43 C | FUEL: 62.6%
TIME: 2025-04-11T00:22:53Z | ALT: 40414 ft | SPD: 493 kt | TEMP: -30 C | FUEL: 54.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39498 ft | SPD: 454 kt | TEMP: -40 C | FUEL: 36.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36747 ft | SPD: 495 kt | TEMP: -38 C | FUEL: 45.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33480 ft | SPD: 469 kt | TEMP: -41 C | FUEL: 22.5%
TIME: 2025-04-11T00:22:53Z | ALT: 30150 ft | SPD: 452 kt | TEMP: -54 C | FUEL: 94.9%
TIME: 2025-04-11T00:22:53Z | ALT: 40272 ft | SPD: 502 kt | TEMP: -50 C | FUEL: 43.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30260 ft | SPD: 450 kt | TEMP: -52 C | FUEL: 95.0%
TIME: 2025-04-11T00:22:53Z | ALT: 38296 ft | SPD: 516 kt | TEMP: -36 C | FUEL: 61.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30438 ft | SPD: 452 kt | TEMP: -41 C | FUEL: 55.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38616 ft | SPD: 443 kt | TEMP: -34 C | FUEL: 73.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29962 ft | SPD: 477 kt | TEMP: -49 C | FUEL: 76.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37409 ft | SPD: 488 kt | TEMP: -46 C | FUEL: 32.2%
TIME: 2025-04-11T00:22:53Z | ALT: 35680 ft | SPD: 430 kt | TEMP: -53 C | FUEL: 46.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33224 ft | SPD: 483 kt | TEMP: -32 C | FUEL: 81.7%
TIME: 2025-04-11T00:22:53Z | ALT: 38531 ft | SPD: 517 kt | TEMP: -41 C | FUEL: 75.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32980 ft | SPD: 420 kt | TEMP: -36 C | FUEL: 77.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33113 ft | SPD: 497 kt | TEMP: -38 C | FUEL: 94.8%
TIME: 2025-04-11T00:22:53Z | ALT: 29560 ft | SPD: 493 kt | TEMP: -50 C | FUEL: 64.6%
TIME: 2025-04-11T00:22:53Z | ALT: 37000 ft | SPD: 509 kt | TEMP: -33 C | FUEL: 20.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39636 ft | SPD: 494 kt | TEMP: -43 C | FUEL: 92.6%
TIME: 2025-04-11T00:22:53Z | ALT: 36012 ft | SPD: 423 kt | TEMP: -39 C | FUEL: 91.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31904 ft | SPD: 461 kt | TEMP: -31 C | FUEL: 22.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32153 ft | SPD: 458 kt | TEMP: -37 C | FUEL: 86.8%
TIME: 2025-04-11T00:22:53Z | ALT: 40764 ft | SPD: 479 kt | TEMP: -51 C | FUEL: 76.5%
TIME: 2025-04-11T00:22:53Z | ALT: 34169 ft | SPD: 495 kt | TEMP: -47 C | FUEL: 29.2%
TIME: 2025-04-11T00:22:53Z | ALT: 31113 ft | SPD: 450 kt | TEMP: -53 C | FUEL: 90.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35807 ft | SPD: 420 kt | TEMP: -49 C | FUEL: 80.0%
TIME: 2025-04-11T00:22:53Z | ALT: 33805 ft | SPD: 472 kt | TEMP: -44 C | FUEL: 59.0%
TIME: 2025-04-11T00:22:53Z | ALT: 32569 ft | SPD: 448 kt | TEMP: -42 C | FUEL: 60.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29133 ft | SPD: 428 kt | TEMP: -36 C | FUEL: 24.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30665 ft | SPD: 501 kt | TEMP: -45 C | FUEL: 80.6%
TIME: 2025-04-11T00:22:53Z | ALT: 29273 ft | SPD: 439 kt | TEMP: -53 C | FUEL: 80.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32747 ft | SPD: 517 kt | TEMP: -43 C | FUEL: 75.7%
TIME: 2025-04-11T00:22:53Z | ALT: 38180 ft | SPD: 468 kt | TEMP: -50 C | FUEL: 39.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29583 ft | SPD: 477 kt | TEMP: -33 C | FUEL: 72.6%
TIME: 2025-04-11T00:22:53Z | ALT: 34929 ft | SPD: 435 kt | TEMP: -38 C | FUEL: 42.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38538 ft | SPD: 424 kt | TEMP: -54 C | FUEL: 89.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36258 ft | SPD: 431 kt | TEMP: -46 C | FUEL: 84.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32751 ft | SPD: 488 kt | TEMP: -31 C | FUEL: 80.2%
TIME: 2025-04-11T00:22:53Z | ALT: 32970 ft | SPD: 451 kt | TEMP: -50 C | FUEL: 62.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30111 ft | SPD: 439 kt | TEMP: -45 C | FUEL: 29.4%
TIME: 2025-04-11T00:22:53Z | ALT: 32765 ft | SPD: 479 kt | TEMP: -43 C | FUEL: 96.8%
TIME: 2025-04-11T00:22:53Z | ALT: 35419 ft | SPD: 460 kt | TEMP: -44 C | FUEL: 59.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37209 ft | SPD: 505 kt | TEMP: -55 C | FUEL: 47.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36132 ft | SPD: 426 kt | TEMP: -45 C | FUEL: 97.2%
TIME: 2025-04-11T00:22:53Z | ALT: 30895 ft | SPD: 478 kt | TEMP: -39 C | FUEL: 67.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33435 ft | SPD: 504 kt | TEMP: -55 C | FUEL: 29.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38845 ft | SPD: 510 kt | TEMP: -53 C | FUEL: 60.7%
TIME: 2025-04-11T00:22:53Z | ALT: 37196 ft | SPD: 485 kt | TEMP: -35 C | FUEL: 37.9%
TIME: 2025-04-11T00:22:53Z | ALT: 31129 ft | SPD: 494 kt | TEMP: -34 C | FUEL: 76.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32720 ft | SPD: 455 kt | TEMP: -32 C | FUEL: 72.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33313 ft | SPD: 488 kt | TEMP: -42 C | FUEL: 77.1%
TIME: 2025-04-11T00:22:53Z | ALT: 39219 ft | SPD: 507 kt | TEMP: -45 C | FUEL: 65.1%
TIME: 2025-04-11T00:22:53Z | ALT: 29878 ft | SPD: 488 kt | TEMP: -39 C | FUEL: 57.3%
TIME: 2025-04-11T00:22:53Z | ALT: 29027 ft | SPD: 420 kt | TEMP: -42 C | FUEL: 31.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33201 ft | SPD: 520 kt | TEMP: -42 C | FUEL: 65.6%
TIME: 2025-04-11T00:22:53Z | ALT: 29031 ft | SPD: 511 kt | TEMP: -45 C | FUEL: 52.4%
TIME: 2025-04-11T00:22:53Z | ALT: 36309 ft | SPD: 482 kt | TEMP: -49 C | FUEL: 50.1%
TIME: 2025-04-11T00:22:53Z | ALT: 29356 ft | SPD: 505 kt | TEMP: -32 C | FUEL: 54.1%
TIME: 2025-04-11T00:22:53Z | ALT: 36828 ft | SPD: 494 kt | TEMP: -38 C | FUEL: 74.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31458 ft | SPD: 452 kt | TEMP: -45 C | FUEL: 76.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33202 ft | SPD: 420 kt | TEMP: -55 C | FUEL: 27.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39966 ft | SPD: 442 kt | TEMP: -55 C | FUEL: 57.0%
